"Side","Symbol","Name","Order Price","Order Qty","Order Amount","Status","Filled@Avg Price","Order Time","Order Type","Time-in-Force","Allow Pre-Market","Session","Trigger price","Position Opening","Markets","Currency","Order Source","Fill Qty","Fill Price","Fill Amount","Fill Time","Markets","Currency","Counterparty","Remarks","Commission","Platform Fees","Settlement Fees","Options Regulatory Fees","OCC Fees","Option Settlement Fees","SEC Fees","Trading Activity Fees","Stamp Duty","Trading Fees","SFC Levy","FRC Levy","Trading Tariff","Consolidated Audit Trail Fees","Total"
"Sell","SPY250321C565000","SPY 250321 565.00C","3.04","2","608.00","Filled","2@3.10","Mar 13, 2025 12:49:16 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.10","310.00","Mar 13, 2025 12:49:17 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","0.02","0.02","","","","","","","3.05"
"","","","","","","","","","","","","","","","","","","1","3.10","310.00","Mar 13, 2025 12:49:17 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","SPY250321C565000","SPY 250321 565.00C","3.69","1","369.00","Filled","1@3.69","Mar 13, 2025 11:44:01 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.69","369.00","Mar 13, 2025 11:44:02 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","VIX250521P22000","VIX 250521 22.00P","3.50","1","350.00","Filled","1@3.50","Mar 13, 2025 11:43:43 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.50","350.00","Mar 13, 2025 11:54:13 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","NVDA","NVIDIA","115.73","25","2,893.25","Filled","25@115.73","Mar 13, 2025 10:13:52 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","115.73","2,893.25","Mar 13, 2025 10:14:03 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","","2.07"
"Buy","NVDA","NVIDIA","112.40","20","2,248.00","Cancelled","0@0.00","Mar 13, 2025 08:13:26 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","SPY250321C565000","SPY 250321 565.00C","7.17","1","717.00","Filled","1@7.17","Mar 12, 2025 13:38:02 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","7.17","717.00","Mar 12, 2025 13:38:03 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","TQQQ","ProShares UltraPro QQQ ETF","61.48","61","3,750.28","Filled","61@61.485","Mar 12, 2025 12:47:15 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","61","61.485","3,750.59","Mar 12, 2025 12:47:22 ET","US","USD","","","0.99","1","0.18","","","","0.1","0.01","","","","","","","2.28"
"Sell","PLTR","Palantir","83.02","10","830.20","Filled","10@83.02","Mar 12, 2025 12:47:05 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","83.02","830.20","Mar 12, 2025 12:47:05 ET","US","USD","","","0.99","1","0.03","","","","0.02","0.01","","","","","","","2.05"
"Buy","VIX250521P22000","VIX 250521 22.00P","3.65","3","1,095.00","Filled","3@3.60","Mar 12, 2025 12:43:43 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.60","360.00","Mar 12, 2025 12:43:44 ET","US","USD","","","1.99","0.9","","0.03","0.06","0.54","","","","","","","","","3.52"
"","","","","","","","","","","","","","","","","","","1","3.60","360.00","Mar 12, 2025 12:43:44 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","1","3.60","360.00","Mar 12, 2025 12:43:44 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","VIX250521P22000","VIX 250521 22.00P","3.60","3","1,080.00","Filled","3@3.60","Mar 12, 2025 12:41:54 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.60","360.00","Mar 12, 2025 12:43:49 ET","US","USD","","","1.99","0.9","","0.03","0.06","0.54","","","","","","","","","3.52"
"","","","","","","","","","","","","","","","","","","1","3.60","360.00","Mar 12, 2025 12:43:49 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","1","3.60","360.00","Mar 12, 2025 12:43:49 ET","US","USD","","","","","","","","","","","","","","","","",""
"Sell","TSLA250328P235000","TSLA 250328 235.00P","9.80","1","980.00","Filled","1@9.80","Mar 12, 2025 12:36:49 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","9.80","980.00","Mar 12, 2025 12:36:49 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.03","0.01","","","","","","","2.54"
"Sell","TSLA250328P235000","TSLA 250328 235.00P","9.85","1","985.00","Filled","1@9.85","Mar 12, 2025 12:36:16 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","9.85","985.00","Mar 12, 2025 12:36:24 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.03","0.01","","","","","","","2.54"
"Buy","TSLA250328P235000","TSLA 250328 235.00P","10.65","1","1,065.00","Filled","1@10.65","Mar 12, 2025 12:21:36 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","10.65","1,065.00","Mar 12, 2025 12:21:37 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","NVDL","GraniteShares 2x Long NVDA Daily ETF","43.09","75","3,231.75","Filled","75@43.15","Mar 12, 2025 12:12:25 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","75","43.15","3,236.25","Mar 12, 2025 12:12:25 ET","US","USD","","","0.99","1","0.23","","","","0.09","0.01","","","","","","","2.32"
"Buy","TSLA250328P235000","TSLA 250328 235.00P","13.40","1","1,340.00","Filled","1@13.40","Mar 12, 2025 11:20:25 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","13.40","1,340.00","Mar 12, 2025 11:20:29 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","TQQQ","ProShares UltraPro QQQ ETF","62.50","15","937.50","Filled","15@62.42","Mar 12, 2025 09:39:01 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","62.42","936.30","Mar 12, 2025 09:39:02 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Buy","TQQQ","ProShares UltraPro QQQ ETF","62.32","15","934.80","Filled","15@62.32","Mar 12, 2025 09:38:46 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","62.32","934.80","Mar 12, 2025 09:40:28 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Sell","SGOV","iShares 0-3 Month Treasury Bond ETF","100.45","65","6,529.25","Filled","65@100.45","Mar 12, 2025 08:35:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","65","100.45","6,529.25","Mar 12, 2025 08:41:09 ET","US","USD","","","0.99","1","0.2","","","","0.18","0.01","","","","","","","2.38"
"Sell","TSLA250321P215000","TSLA 250321 215.00P","9.60","2","1,920.00","Filled","2@9.60","Mar 11, 2025 11:13:49 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","9.60","1,920.00","Mar 11, 2025 11:13:49 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","0.05","0.01","","","","","","","3.08"
"Buy","TSLA250321P215000","TSLA 250321 215.00P","12.55","2","2,510.00","Filled","2@12.55","Mar 11, 2025 10:52:06 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","12.55","2,510.00","Mar 11, 2025 10:52:10 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","","","","","","","","","3.02"
"Sell","TSLA250417C240000","TSLA 250417 240.00C","Market Price","1","1,870.00","Filled","1@18.70","Mar 11, 2025 10:23:18 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","18.70","1,870.00","Mar 11, 2025 10:23:18 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.05","0.01","","","","","","","2.56"
"Buy","TSLA250417C240000","TSLA 250417 240.00C","20.40","1","2,040.00","Filled","1@20.40","Mar 11, 2025 10:08:56 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","20.40","2,040.00","Mar 11, 2025 10:08:57 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","TSLA250417C240000","TSLA 250417 240.00C","Market Price","1","1,925.00","Filled","1@19.25","Mar 11, 2025 10:05:00 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","19.25","1,925.00","Mar 11, 2025 10:05:00 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.05","0.01","","","","","","","2.56"
"Buy","TSLA250417C240000","TSLA 250417 240.00C","21.65","1","2,165.00","Filled","1@21.65","Mar 11, 2025 09:51:58 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","21.65","2,165.00","Mar 11, 2025 09:52:14 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","TSM","Taiwan Semiconductor","Market Price","30","5,095.95","Filled","30@169.865","Mar 10, 2025 10:47:28 ET","Market","Day","","Regular Trading Hours","","","US","USD","","30","169.865","5,095.95","Mar 10, 2025 10:47:28 ET","US","USD","","","0.99","1","0.09","","","","0.14","0.01","","","","","","","2.23"
"Sell","TSM250417C220000","TSM 250417 220.00C","0.69","6","414.00","Filled","6@0.69","Mar 10, 2025 10:47:10 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","0.69","69.00","Mar 10, 2025 10:47:13 ET","US","USD","","","3.9","1.8","","0.07","0.12","1.08","0.05","0.05","","","","","","","7.07"
"","","","","","","","","","","","","","","","","","","2","0.69","138.00","Mar 10, 2025 10:47:13 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","1","0.69","69.00","Mar 10, 2025 10:47:13 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","1","0.69","69.00","Mar 10, 2025 10:47:13 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","1","0.69","69.00","Mar 10, 2025 10:47:13 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","SGOV","iShares 0-3 Month Treasury Bond ETF","100.44","65","6,528.60","Filled","65@100.4399","Mar 10, 2025 09:05:00 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","65","100.4399","6,528.59","Mar 10, 2025 09:05:00 ET","US","USD","","","0.99","1","0.2","","","","","","","","","","","","2.19"
"Sell","MIU250328P52500","MIU 250328 52.50 P","2.91","2","5,820.00","Filled","2@2.92","Mar 10, 2025 11:30:37 HKT","Limit","Day","","","","","HK","HKD","","2","2.92","5,840.00","Mar 10, 2025 11:30:37 HKT","HK","HKD","","","11.68","15","","","","","","","","","","","2","","28.68"
"Sell","MIU250328P52500","MIU 250328 52.50 P","2.69","2","5,380.00","Filled","2@2.69","Mar 7, 2025 15:35:15 HKT","Limit","Day","","","","","HK","HKD","","2","2.69","5,380.00","Mar 7, 2025 15:35:17 HKT","HK","HKD","","","10.76","15","","","","","","","","","","","2","","27.76"
"Buy","MIU250328P52500","MIU 250328 52.50 P","2.54","4","10,160.00","Filled","4@2.54","Mar 7, 2025 14:01:34 HKT","Limit","Day","","","","","HK","HKD","","4","2.54","10,160.00","Mar 7, 2025 14:01:48 HKT","HK","HKD","","","20.32","15","","","","","","","","","","","4","","39.32"
"Buy","09988","BABA-W","140.10","100","14,010.00","Filled","100@140.00","Mar 7, 2025 10:56:18 HKT","Limit","Day","Allow","","","","HK","HKD","","100","140.00","14,000.00","Mar 7, 2025 10:56:19 HKT","HK","HKD","3448","","4.2","15","2","","","","","","14","0.79","0.38","0.02","","","36.39"
"Sell","MSTU","T-Rex 2X Long MSTR Daily Target ETF","6.39","700","4,473.00","Filled","700@6.39","Mar 6, 2025 21:46:43 ET","Limit","Day","","Overnight Trading","","","US","USD","","700","6.39","4,473.00","Mar 6, 2025 21:46:54 ET","US","USD","","","3.43","3.5","2.1","","","","0.12","0.12","","","","","","","9.27"
"Sell","MSTU","T-Rex 2X Long MSTR Daily Target ETF","7.55","300","2,265.00","Filled","300@7.555","Mar 6, 2025 10:44:13 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","300","7.555","2,266.50","Mar 6, 2025 10:44:13 ET","US","USD","","","1.47","1.5","0.9","","","","0.06","0.05","","","","","","","3.98"
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","6.57","500","3,285.00","Filled","500@6.5597","Mar 6, 2025 09:35:42 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","246","6.5597","1,613.69","Mar 6, 2025 09:35:42 ET","US","USD","","","2.45","2.5","1.5","","","","","","","","","","","","6.45"
"","","","","","","","","","","","","","","","","","","254","6.5597","1,666.16","Mar 6, 2025 09:35:42 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","NVDL","GraniteShares 2x Long NVDA Daily ETF","42.84","25","1,071.00","Filled","25@42.84","Mar 6, 2025 05:08:26 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","42.84","1,071.00","Mar 6, 2025 05:08:41 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","","2.07"
"Buy","MSTU","T-Rex 2X Long MSTR Daily Target ETF","6.08","500","3,040.00","Filled","500@6.0794","Mar 5, 2025 10:07:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","500","6.0794","3,039.70","Mar 5, 2025 10:07:05 ET","US","USD","","","2.45","2.5","1.5","","","","","","","","","","","","6.45"
"Buy","PLTR","Palantir","86.84","10","868.40","Filled","10@86.7656","Mar 5, 2025 10:06:44 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","86.7656","867.66","Mar 5, 2025 10:06:44 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","NVDL","GraniteShares 2x Long NVDA Daily ETF","46.13","50","2,306.50","Filled","50@46.13","Mar 5, 2025 02:16:32 ET","Limit","Day","","Overnight Trading","","","US","USD","","50","46.13","2,306.50","Mar 5, 2025 02:16:34 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","140","1,543.26","Filled","140@11.0233","Mar 4, 2025 10:01:32 ET","Market","Day","","Regular Trading Hours","","","US","USD","","140","11.0233","1,543.26","Mar 4, 2025 10:01:32 ET","US","USD","","","0.99","1","0.42","","","","0.04","0.02","","","","","","","2.47"
"Sell","TSLA","Tesla","Market Price","44","11,692.34","Filled","44@265.735","Mar 4, 2025 10:01:17 ET","Market","Day","","Regular Trading Hours","","","US","USD","","44","265.735","11,692.34","Mar 4, 2025 10:01:18 ET","US","USD","","","0.99","1","0.13","","","","0.33","0.01","","","","","","","2.46"
"Buy","TSM250417C220000","TSM 250417 220.00C","1.29","1","129.00","Filled","1@1.29","Mar 3, 2025 12:24:01 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","1.29","129.00","Mar 3, 2025 12:24:01 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","TSLA250417C320000","TSLA 250417 320.00C","18.70","1","1,870.00","Filled","1@18.70","Mar 3, 2025 11:49:08 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","18.70","1,870.00","Mar 3, 2025 11:49:09 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.05","0.01","","","","","","","2.56"
"Buy","TSLA250417C320000","TSLA 250417 320.00C","16.20","1","1,620.00","Filled","1@16.20","Mar 3, 2025 10:00:15 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","16.20","1,620.00","Mar 3, 2025 10:00:15 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","TSM","Taiwan Semiconductor","Market Price","15","2,726.33","Filled","15@181.755","Feb 28, 2025 10:35:20 ET","Market","Day","","Regular Trading Hours","","","US","USD","","15","181.755","2,726.33","Feb 28, 2025 10:35:20 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Buy","TSM","Taiwan Semiconductor","Market Price","15","2,726.91","Filled","15@181.794","Feb 28, 2025 10:35:14 ET","Market","Day","","Regular Trading Hours","","","US","USD","","15","181.794","2,726.91","Feb 28, 2025 10:35:15 ET","US","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"Sell","02097","MIXUEGROUP","251.00","100","25,100.00","Filled","100@251.60","Feb 28, 2025 16:57:46 HKT","Futu Grey MKT","Day","","","","","HK","HKD","","100","251.60","25,160.00","Feb 28, 2025 17:10:19 HKT","HK","HKD","8305","","7.55","15","2","","","","","","26","1.42","0.68","0.04","","","52.69"
"Sell","02097","MIXUEGROUP","260.00","100","26,000.00","Failed","0@0.00","Feb 28, 2025 16:57:37 HKT","Futu Grey MKT","Day","","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","MIU250328P50000","MIU 250328 50.00 P","2.57","2","5,140.00","Cancelled","0@0.00","Feb 28, 2025 10:45:20 HKT","Limit","Day","","","","","HK","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","MIU250328P50000","MIU 250328 50.00 P","3.10","2","6,200.00","Filled","2@3.10","Feb 28, 2025 09:55:23 HKT","Limit","Day","","","","","HK","HKD","","2","3.10","6,200.00","Feb 28, 2025 09:55:49 HKT","HK","HKD","","","12.4","15","","","","","","","","","","","2","","29.4"
"Buy","MIU250328P50000","MIU 250328 50.00 P","2.91","2","5,820.00","Filled","2@2.91","Feb 28, 2025 09:39:27 HKT","Limit","Day","","","","","HK","HKD","","2","2.91","5,820.00","Feb 28, 2025 09:39:30 HKT","HK","HKD","","","11.64","15","","","","","","","","","","","2","","28.64"
"Sell","MIU250328P50000","MIU 250328 50.00 P","2.63","5","13,150.00","Filled","5@2.63","Feb 28, 2025 09:35:24 HKT","Limit","Day","","","","","HK","HKD","","5","2.63","13,150.00","Feb 28, 2025 09:36:55 HKT","HK","HKD","","","26.3","15","","","","","","","","","","","5","","46.3"
"Sell","01810","XIAOMI-W","53.70","1,000","53,700.00","Filled","1,000@53.80","Feb 27, 2025 14:09:10 HKT","Limit","Day","Allow","","","","HK","HKD","","1,000","53.80","53,800.00","Feb 27, 2025 14:09:10 HKT","HK","HKD","8471","","16.14","15","2","","","","","","54","3.04","1.45","0.08","","","91.71"
"Buy","MIU250328P50000","MIU 250328 50.00 P","2.50","5","12,500.00","Filled","5@2.50","Feb 27, 2025 14:08:57 HKT","Limit","Day","","","","","HK","HKD","","5","2.50","12,500.00","Feb 27, 2025 14:09:03 HKT","HK","HKD","","","25","15","","","","","","","","","","","5","","45"
"Buy","01810","XIAOMI-W","Market Price","1,000","54,050.00","Filled","1,000@54.05","Feb 27, 2025 14:07:02 HKT","Market","Day","","","","","HK","HKD","","1,000","54.05","54,050.00","Feb 27, 2025 14:07:02 HKT","HK","HKD","7358","","16.22","15","2","","","","","","55","3.05","1.46","0.08","","","92.81"
"Sell","01810","XIAOMI-W","Market Price","2,200","114,290.00","Filled","2,200@51.95","Feb 27, 2025 13:11:52 HKT","Market","Day","","","","","HK","HKD","","2,200","51.95","114,290.00","Feb 27, 2025 13:11:52 HKT","HK","HKD","6999","","34.29","15","2.29","","","","","","115","6.46","3.09","0.17","","","176.3"
"Buy","01810","XIAOMI-W","52.20","2,200","114,840.00","Filled","2,200@52.20","Feb 27, 2025 11:40:58 HKT","Limit","Day","Allow","","","","HK","HKD","","2,200","52.20","114,840.00","Feb 27, 2025 11:41:03 HKT","HK","HKD","2083","","34.45","15","2.3","","","","","","115","6.49","3.1","0.17","","","176.51"
"Sell","01810","XIAOMI-W","Market Price","2,600","133,640.00","Filled","2,600@51.40","Feb 27, 2025 11:34:59 HKT","Market","Day","","","","","HK","HKD","","2,600","51.40","133,640.00","Feb 27, 2025 11:34:59 HKT","HK","HKD","4456","","40.09","15","2.67","","","","","","134","7.55","3.61","0.2","","","203.12"
"Buy","TSM250417C220000","TSM 250417 220.00C","4.05","1","405.00","Filled","1@4.05","Feb 24, 2025 11:28:47 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","4.05","405.00","Feb 24, 2025 11:28:47 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","17.32","10","173.20","Filled","10@17.32","Feb 24, 2025 10:13:17 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","17.32","173.20","Feb 24, 2025 10:13:18 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","TSLA","Tesla","333.50","20","6,670.00","Filled","20@333.46","Feb 24, 2025 07:32:56 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","333.46","6,669.20","Feb 24, 2025 07:32:56 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Buy","TSLA","Tesla","335.20","12","4,022.40","Filled","12@335.20","Feb 21, 2025 13:15:03 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","12","335.20","4,022.40","Feb 21, 2025 14:34:43 ET","US","USD","","","0.99","1","0.04","","","","","","","","","","","","2.03"
"Buy","TSM250417C220000","TSM 250417 220.00C","5.40","2","1,080.00","Filled","2@5.40","Feb 21, 2025 11:43:24 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","5.40","1,080.00","Feb 21, 2025 11:43:25 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","","","","","","","","","3.01"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","19.08","70","1,335.60","Filled","70@19.08","Feb 21, 2025 10:47:39 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","7","19.08","133.56","Feb 21, 2025 10:47:53 ET","US","USD","","","0.99","1","0.21","","","","0.05","0.03","","","","","","","2.28"
"","","","","","","","","","","","","","","","","","","7","19.08","133.56","Feb 21, 2025 10:47:53 ET","US","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","56","19.08","1,068.48","Feb 21, 2025 10:47:53 ET","US","USD","","","","","","","","","","","","","","","","",""
"Sell","CONL","GraniteShares 2x Long COIN Daily ETF","Market Price","115","3,965.76","Filled","115@34.48491","Feb 21, 2025 10:43:34 ET","Market","Day","","Regular Trading Hours","","","US","USD","","100","34.485","3,448.50","Feb 21, 2025 10:43:34 ET","US","USD","","","0.99","1","0.35","","","","0.11","0.03","","","","","","","2.48"
"","","","","","","","","","","","","","","","","","","15","34.4843","517.26","Feb 21, 2025 10:43:34 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","CONL","GraniteShares 2x Long COIN Daily ETF","36.31","80","2,904.80","Filled","80@36.2733","Feb 21, 2025 09:54:41 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","36.2733","2,901.86","Feb 21, 2025 09:54:41 ET","US","USD","","","0.99","1","0.24","","","","","","","","","","","","2.23"
"Buy","TSM250417C220000","TSM 250417 220.00C","5.90","2","1,180.00","Filled","2@5.90","Feb 21, 2025 09:49:46 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","5.90","1,180.00","Feb 21, 2025 09:49:54 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","","","","","","","","","3.01"
"Buy","CONL","GraniteShares 2x Long COIN Daily ETF","37.86","30","1,135.80","Filled","30@37.84","Feb 21, 2025 08:20:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","37.84","1,135.20","Feb 21, 2025 08:20:46 ET","US","USD","","","0.99","1","0.09","","","","","","","","","","","","2.08"
"Buy","CONL","GraniteShares 2x Long COIN Daily ETF","38.13","5","190.65","Filled","5@38.13","Feb 21, 2025 08:15:46 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","38.13","190.65","Feb 21, 2025 08:15:46 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","19.79","200","3,958.00","Filled","200@19.765","Feb 20, 2025 10:16:10 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","19.765","1,976.50","Feb 20, 2025 10:16:11 ET","US","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"","","","","","","","","","","","","","","","","","","100","19.765","1,976.50","Feb 20, 2025 10:16:11 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","19.70","180","3,546.00","Cancelled","0@0.00","Feb 20, 2025 10:15:06 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TQQQ","ProShares UltraPro QQQ ETF","87.61","20","1,752.20","Filled","20@87.55","Feb 20, 2025 10:08:09 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","87.55","1,751.00","Feb 20, 2025 10:08:09 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"Sell","TSM250417C220000","TSM 250417 220.00C","5.30","2","1,060.00","Filled","2@5.30","Feb 20, 2025 10:05:44 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","5.30","1,060.00","Feb 20, 2025 10:05:54 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","0.03","0.01","","","","","","","3.05"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","Market Price","180","3,476.02","Filled","180@19.3112","Feb 20, 2025 10:02:04 ET","Market","Day","","Regular Trading Hours","","","US","USD","","180","19.3112","3,476.02","Feb 20, 2025 10:02:04 ET","US","USD","","","0.99","1","0.54","","","","0.1","0.03","","","","","","","2.66"
"Buy","TSM250417C220000","TSM 250417 220.00C","6.05","2","1,210.00","Filled","2@6.05","Feb 19, 2025 10:04:03 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","2","6.05","1,210.00","Feb 19, 2025 10:04:04 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","","","","","","","","","3.01"
"Sell","TSM250417P220000","TSM 250417 220.00P","24.55","1","2,455.00","Filled","1@24.55","Feb 19, 2025 10:03:18 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","24.55","2,455.00","Feb 19, 2025 10:03:35 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.07","0.01","","","","","","","2.58"
"Buy","TSM250417P220000","TSM 250417 220.00P","23.40","1","2,340.00","Filled","1@23.40","Feb 18, 2025 10:11:35 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","23.40","2,340.00","Feb 18, 2025 10:11:35 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Sell","BIDU250919P70000","BIDU 250919 70.00P","3.10","1","310.00","Filled","1@3.10","Feb 18, 2025 09:47:27 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","1","3.10","310.00","Feb 18, 2025 09:51:30 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","0.01","0.01","","","","","","","2.52"
"Sell","BIDU250404P87000","BIDU 250404 87.00P","4.20","3","1,260.00","Filled","3@4.20","Feb 18, 2025 09:43:38 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","3","4.20","1,260.00","Feb 18, 2025 09:45:04 ET","US","USD","","","1.99","0.9","","0.04","0.06","0.54","0.04","0.01","","","","","","","3.58"
"Buy","BIDU250404P87000","BIDU 250404 87.00P","2.19","1","219.00","Cancelled","0@0.00","Feb 14, 2025 13:40:18 ET","Limit","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
