"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","订单类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","成交数量","成交价格","成交金额","成交时间","市场","币种","对手经纪","备注","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","期权监管费","期权清算费","期权交收费","证监会规费","交易活动费","交易系统使用费","综合审计跟踪监管费","合计费用"
"买入","PLTR","Palantir","86.84","10","868.40","全部成交","10@86.7656","2025/03/05 10:06:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","86.7656","867.66","2025/03/05 10:06:44 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","46.13","50","2,306.50","全部成交","50@46.13","2025/03/05 02:16:32 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","50","46.13","2,306.50","2025/03/05 02:16:34 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","市价","140","1,543.26","全部成交","140@11.0233","2025/03/04 10:01:32 (美东)","市价单","当日有效","","盘中","","","美股","USD","","140","11.0233","1,543.26","2025/03/04 10:01:32 (美东)","美股","USD","","","0.99","1","0.42","","","","","","","","0.04","0.02","","","2.47"
"卖出","TSLA","特斯拉","市价","44","11,692.34","全部成交","44@265.735","2025/03/04 10:01:17 (美东)","市价单","当日有效","","盘中","","","美股","USD","","44","265.735","11,692.34","2025/03/04 10:01:18 (美东)","美股","USD","","","0.99","1","0.13","","","","","","","","0.33","0.01","","","2.46"
"买入","TSM250417C220000","TSM 250417 220.00C","1.29","1","129.00","全部成交","1@1.29","2025/03/03 12:24:01 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","1.29","129.00","2025/03/03 12:24:01 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","TSLA250417C320000","TSLA 250417 320.00C","18.70","1","1,870.00","全部成交","1@18.70","2025/03/03 11:49:08 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","18.70","1,870.00","2025/03/03 11:49:09 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.05","0.01","","","2.56"
"买入","TSLA250417C320000","TSLA 250417 320.00C","16.20","1","1,620.00","全部成交","1@16.20","2025/03/03 10:00:15 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","16.20","1,620.00","2025/03/03 10:00:15 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TSM","台积电","市价","15","2,726.33","全部成交","15@181.755","2025/02/28 10:35:20 (美东)","市价单","当日有效","","盘中","","","美股","USD","","15","181.755","2,726.33","2025/02/28 10:35:20 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"买入","TSM","台积电","市价","15","2,726.91","全部成交","15@181.794","2025/02/28 10:35:14 (美东)","市价单","当日有效","","盘中","","","美股","USD","","15","181.794","2,726.91","2025/02/28 10:35:15 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"卖出","02097","蜜雪集团","251.00","100","25,100.00","全部成交","100@251.60","2025/02/28 16:57:46 (香港)","富途暗盘","当日有效","","","","","港股","HKD","","100","251.60","25,160.00","2025/02/28 17:10:19 (香港)","港股","HKD","8305","","7.55","15","2","26","1.42","0.68","0.04","","","","","","","","52.69"
"卖出","02097","蜜雪集团","260.00","100","26,000.00","下单失败","0@0.00","2025/02/28 16:57:37 (香港)","富途暗盘","当日有效","","","","","港股","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","MIU250328P50000","小米 250328 50.00 沽","2.57","2","5,140.00","已撤单","0@0.00","2025/02/28 10:45:20 (香港)","限价单","当日有效","","","","","港股","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","MIU250328P50000","小米 250328 50.00 沽","3.10","2","6,200.00","全部成交","2@3.10","2025/02/28 09:55:23 (香港)","限价单","当日有效","","","","","港股","HKD","","2","3.10","6,200.00","2025/02/28 09:55:49 (香港)","港股","HKD","","","12.4","15","","","","","","","","","","","2","","29.4"
"买入","MIU250328P50000","小米 250328 50.00 沽","2.91","2","5,820.00","全部成交","2@2.91","2025/02/28 09:39:27 (香港)","限价单","当日有效","","","","","港股","HKD","","2","2.91","5,820.00","2025/02/28 09:39:30 (香港)","港股","HKD","","","11.64","15","","","","","","","","","","","2","","28.64"
"卖出","MIU250328P50000","小米 250328 50.00 沽","2.63","5","13,150.00","全部成交","5@2.63","2025/02/28 09:35:24 (香港)","限价单","当日有效","","","","","港股","HKD","","5","2.63","13,150.00","2025/02/28 09:36:55 (香港)","港股","HKD","","","26.3","15","","","","","","","","","","","5","","46.3"
"卖出","01810","小米集团-W","53.70","1,000","53,700.00","全部成交","1,000@53.80","2025/02/27 14:09:10 (香港)","限价单","当日有效","允许","","","","港股","HKD","","1,000","53.80","53,800.00","2025/02/27 14:09:10 (香港)","港股","HKD","8471","","16.14","15","2","54","3.04","1.45","0.08","","","","","","","","91.71"
"买入","MIU250328P50000","小米 250328 50.00 沽","2.50","5","12,500.00","全部成交","5@2.50","2025/02/27 14:08:57 (香港)","限价单","当日有效","","","","","港股","HKD","","5","2.50","12,500.00","2025/02/27 14:09:03 (香港)","港股","HKD","","","25","15","","","","","","","","","","","5","","45"
"买入","01810","小米集团-W","市价","1,000","54,050.00","全部成交","1,000@54.05","2025/02/27 14:07:02 (香港)","市价单","当日有效","","","","","港股","HKD","","1,000","54.05","54,050.00","2025/02/27 14:07:02 (香港)","港股","HKD","7358","","16.22","15","2","55","3.05","1.46","0.08","","","","","","","","92.81"
"卖出","01810","小米集团-W","市价","2,200","114,290.00","全部成交","2,200@51.95","2025/02/27 13:11:52 (香港)","市价单","当日有效","","","","","港股","HKD","","2,200","51.95","114,290.00","2025/02/27 13:11:52 (香港)","港股","HKD","6999","","34.29","15","2.29","115","6.46","3.09","0.17","","","","","","","","176.3"
"买入","01810","小米集团-W","52.20","2,200","114,840.00","全部成交","2,200@52.20","2025/02/27 11:40:58 (香港)","限价单","当日有效","允许","","","","港股","HKD","","2,200","52.20","114,840.00","2025/02/27 11:41:03 (香港)","港股","HKD","2083","","34.45","15","2.3","115","6.49","3.1","0.17","","","","","","","","176.51"
"卖出","01810","小米集团-W","市价","2,600","133,640.00","全部成交","2,600@51.40","2025/02/27 11:34:59 (香港)","市价单","当日有效","","","","","港股","HKD","","2,600","51.40","133,640.00","2025/02/27 11:34:59 (香港)","港股","HKD","4456","","40.09","15","2.67","134","7.55","3.61","0.2","","","","","","","","203.12"
"买入","TSM250417C220000","TSM 250417 220.00C","4.05","1","405.00","全部成交","1@4.05","2025/02/24 11:28:47 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","4.05","405.00","2025/02/24 11:28:47 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TSLL","2倍做多TSLA ETF-Direxion","17.32","10","173.20","全部成交","10@17.32","2025/02/24 10:13:17 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","17.32","173.20","2025/02/24 10:13:18 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","TSLA","特斯拉","333.50","20","6,670.00","全部成交","20@333.46","2025/02/24 07:32:56 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","333.46","6,669.20","2025/02/24 07:32:56 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"买入","TSLA","特斯拉","335.20","12","4,022.40","全部成交","12@335.20","2025/02/21 13:15:03 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","12","335.20","4,022.40","2025/02/21 14:34:43 (美东)","美股","USD","","","0.99","1","0.04","","","","","","","","","","","","2.03"
"买入","TSM250417C220000","TSM 250417 220.00C","5.40","2","1,080.00","全部成交","2@5.40","2025/02/21 11:43:24 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","5.40","1,080.00","2025/02/21 11:43:25 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","19.08","70","1,335.60","全部成交","70@19.08","2025/02/21 10:47:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","7","19.08","133.56","2025/02/21 10:47:53 (美东)","美股","USD","","","0.99","1","0.21","","","","","","","","0.05","0.03","","","2.28"
"","","","","","","","","","","","","","","","","","","7","19.08","133.56","2025/02/21 10:47:53 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","56","19.08","1,068.48","2025/02/21 10:47:53 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","CONL","2倍做多COIN ETF-GraniteShares","市价","115","3,965.76","全部成交","115@34.48491","2025/02/21 10:43:34 (美东)","市价单","当日有效","","盘中","","","美股","USD","","100","34.485","3,448.50","2025/02/21 10:43:34 (美东)","美股","USD","","","0.99","1","0.35","","","","","","","","0.11","0.03","","","2.48"
"","","","","","","","","","","","","","","","","","","15","34.4843","517.26","2025/02/21 10:43:34 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","CONL","2倍做多COIN ETF-GraniteShares","36.31","80","2,904.80","全部成交","80@36.2733","2025/02/21 09:54:41 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","80","36.2733","2,901.86","2025/02/21 09:54:41 (美东)","美股","USD","","","0.99","1","0.24","","","","","","","","","","","","2.23"
"买入","TSM250417C220000","TSM 250417 220.00C","5.90","2","1,180.00","全部成交","2@5.90","2025/02/21 09:49:46 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","5.90","1,180.00","2025/02/21 09:49:54 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"买入","CONL","2倍做多COIN ETF-GraniteShares","37.86","30","1,135.80","全部成交","30@37.84","2025/02/21 08:20:45 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","30","37.84","1,135.20","2025/02/21 08:20:46 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","","","","","2.08"
"买入","CONL","2倍做多COIN ETF-GraniteShares","38.13","5","190.65","全部成交","5@38.13","2025/02/21 08:15:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","38.13","190.65","2025/02/21 08:15:46 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","TSLL","2倍做多TSLA ETF-Direxion","19.79","200","3,958.00","全部成交","200@19.765","2025/02/20 10:16:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","100","19.765","1,976.50","2025/02/20 10:16:11 (美东)","美股","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"","","","","","","","","","","","","","","","","","","100","19.765","1,976.50","2025/02/20 10:16:11 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","TSLL","2倍做多TSLA ETF-Direxion","19.70","180","3,546.00","已撤单","0@0.00","2025/02/20 10:15:06 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","TQQQ","3倍做多纳指ETF-ProShares","87.61","20","1,752.20","全部成交","20@87.55","2025/02/20 10:08:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","87.55","1,751.00","2025/02/20 10:08:09 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"卖出","TSM250417C220000","TSM 250417 220.00C","5.30","2","1,060.00","全部成交","2@5.30","2025/02/20 10:05:44 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","5.30","1,060.00","2025/02/20 10:05:54 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","0.03","0.01","","","3.05"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","市价","180","3,476.02","全部成交","180@19.3112","2025/02/20 10:02:04 (美东)","市价单","当日有效","","盘中","","","美股","USD","","180","19.3112","3,476.02","2025/02/20 10:02:04 (美东)","美股","USD","","","0.99","1","0.54","","","","","","","","0.1","0.03","","","2.66"
"买入","TSM250417C220000","TSM 250417 220.00C","6.05","2","1,210.00","全部成交","2@6.05","2025/02/19 10:04:03 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","6.05","1,210.00","2025/02/19 10:04:04 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"卖出","TSM250417P220000","TSM 250417 220.00P","24.55","1","2,455.00","全部成交","1@24.55","2025/02/19 10:03:18 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","24.55","2,455.00","2025/02/19 10:03:35 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.07","0.01","","","2.58"
"买入","TSM250417P220000","TSM 250417 220.00P","23.40","1","2,340.00","全部成交","1@23.40","2025/02/18 10:11:35 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","23.40","2,340.00","2025/02/18 10:11:35 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","BIDU250919P70000","BIDU 250919 70.00P","3.10","1","310.00","全部成交","1@3.10","2025/02/18 09:47:27 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","3.10","310.00","2025/02/18 09:51:30 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.01","0.01","","","2.52"
"卖出","BIDU250404P87000","BIDU 250404 87.00P","4.20","3","1,260.00","全部成交","3@4.20","2025/02/18 09:43:38 (美东)","限价单","当日有效","","盘中","","","美股","USD","","3","4.20","1,260.00","2025/02/18 09:45:04 (美东)","美股","USD","","","1.99","0.9","","","","","","0.04","0.06","0.54","0.04","0.01","","","3.58"
"买入","BIDU250404P87000","BIDU 250404 87.00P","2.19","1","219.00","已撤单","0@0.00","2025/02/14 13:40:18 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","TSLL","2倍做多TSLA ETF-Direxion","19.54","60","1,172.40","全部成交","60@19.5363","2025/02/14 12:32:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","60","19.5363","1,172.18","2025/02/14 12:32:03 (美东)","美股","USD","","","0.99","1","0.18","","","","","","","","","","","","2.17"
"买入","BIDU250404P87000","BIDU 250404 87.00P","2.62","1","262.00","全部成交","1@2.62","2025/02/14 11:54:20 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","2.62","262.00","2025/02/14 12:03:01 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","VIX250219C19000","VIX 250219 19.00C","0.14","20","280.00","全部成交","20@0.14","2025/02/14 11:53:39 (美东)","限价单","当日有效","","盘中","","","美股","USD","","20","0.14","280.00","2025/02/14 12:43:38 (美东)","美股","USD","","","13","6","","","","","","0.24","0.4","3.6","0.01","0.06","","","23.31"
"买入","TSLL","2倍做多TSLA ETF-Direxion","19.77","120","2,372.40","全部成交","120@19.77","2025/02/14 11:39:25 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","120","19.77","2,372.40","2025/02/14 11:39:31 (美东)","美股","USD","","","0.99","1","0.36","","","","","","","","","","","","2.35"
"卖出","TCH250227P400000","腾讯 250227 400.00 沽","1.10","26","2,860.00","全部成交","26@1.10","2025/02/14 11:38:25 (香港)","限价单","当日有效","","","","","港股","HKD","","6","1.10","660.00","2025/02/14 11:39:37 (香港)","港股","HKD","","","5.72","15","","","","","","","","","","","78","","98.72"
"","","","","","","","","","","","","","","","","","","20","1.10","2,200.00","2025/02/14 11:39:37 (香港)","港股","HKD","","","","","","","","","","","","","","","","",""
"买入","BIDU250404P87000","BIDU 250404 87.00P","2.74","2","548.00","全部成交","2@2.74","2025/02/13 11:18:03 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","2.74","548.00","2025/02/13 11:33:29 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"买入","TSLA","特斯拉","356.39","12","4,276.68","全部成交","12@356.39","2025/02/13 11:03:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","12","356.39","4,276.68","2025/02/13 11:03:37 (美东)","美股","USD","","","0.99","1","0.04","","","","","","","","","","","","2.03"
"买入","BIDU250919P70000","BIDU 250919 70.00P","2.40","2","480.00","已撤单","0@0.00","2025/02/13 11:01:44 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","TSLA","特斯拉","349.48","15","5,242.20","全部成交","15@349.7851","2025/02/13 10:02:30 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","15","349.7851","5,246.78","2025/02/13 10:02:30 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","0.15","0.01","","","2.2"
"卖出","TSLA250417C370000","TSLA 250417 370.00C","25.10","1","2,510.00","全部成交","1@25.10","2025/02/13 10:01:39 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","25.10","2,510.00","2025/02/13 10:01:40 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.07","0.01","","","2.58"
"买入","VIX250219C19000","VIX 250219 19.00C","0.29","20","580.00","全部成交","20@0.29","2025/02/13 09:43:11 (美东)","限价单","当日有效","","盘中","","","美股","USD","","20","0.29","580.00","2025/02/13 09:43:12 (美东)","美股","USD","","","13","6","","","","","","0.24","0.4","3.6","","","","","23.24"
"卖出","01810","小米集团-W","41.40","1,600","66,240.00","下单失败","0@0.00","2025/02/13 16:00:25 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","TCH250227P400000","腾讯 250227 400.00 沽","2.12","20","4,240.00","全部成交","20@2.12","2025/02/13 15:56:00 (香港)","限价单","当日有效","","","","","港股","HKD","","20","2.12","4,240.00","2025/02/13 15:56:00 (香港)","港股","HKD","","","8.48","15","","","","","","","","","","","60","","83.48"
"买入","TCH250227P400000","腾讯 250227 400.00 沽","2.00","4","800.00","全部成交","4@2.00","2025/02/13 15:51:12 (香港)","限价单","当日有效","","","","","港股","HKD","","4","2.00","800.00","2025/02/13 15:51:13 (香港)","港股","HKD","","","3","15","","","","","","","","","","","12","","30"
"买入","TCH250227P400000","腾讯 250227 400.00 沽","2.00","2","400.00","全部成交","2@2.00","2025/02/13 15:50:37 (香港)","限价单","当日有效","","","","","港股","HKD","","2","2.00","400.00","2025/02/13 15:50:38 (香港)","港股","HKD","","","3","15","","","","","","","","","","","6","","24"
"卖出","PLTR250228P100000","PLTR 250228 100.00P","1.03","2","206.00","全部成交","2@1.03","2025/02/12 13:40:20 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","1.03","206.00","2025/02/12 13:40:23 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","0.01","0.01","","","3.03"
"卖出","TSLA250314C380000","TSLA 250314 380.00C","9.30","3","2,790.00","全部成交","3@9.32","2025/02/12 13:36:32 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","9.32","932.00","2025/02/12 13:37:02 (美东)","美股","USD","","","1.99","0.9","","","","","","0.03","0.06","0.54","0.08","0.02","","","3.62"
"","","","","","","","","","","","","","","","","","","2","9.32","1,864.00","2025/02/12 13:37:02 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","TSLA250417C370000","TSLA 250417 370.00C","触及市价","1","0.00","已撤单","0@0.00","2025/02/12 12:48:37 (美东)","触及市价单(止盈)","当日有效","","盘中","23.80","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","TSLA250314C380000","TSLA 250314 380.00C","市价","3","0.00","下单失败","0@0.00","2025/02/12 12:48:06 (美东)","触及市价单(止盈)","当日有效","","盘中","9.00","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","PLTR250228P100000","PLTR 250228 100.00P","1.16","1","116.00","全部成交","1@1.16","2025/02/12 10:52:05 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","1.16","116.00","2025/02/12 10:52:05 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.01","0.01","","","2.52"
"买入","TSLA","特斯拉","332.21","15","4,983.15","已撤单","0@0.00","2025/02/12 09:36:27 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","TSLA250314C380000","TSLA 250314 380.00C","7.60","2","1,520.00","全部成交","2@7.41","2025/02/12 09:31:02 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","7.41","741.00","2025/02/12 09:31:06 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"","","","","","","","","","","","","","","","","","","1","7.41","741.00","2025/02/12 09:31:06 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","TSLA250314C380000","TSLA 250314 380.00C","7.40","2","1,480.00","已撤单","0@0.00","2025/02/12 09:30:39 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","TSLA250314C380000","TSLA 250314 380.00C","6.95","1","695.00","已撤单","0@0.00","2025/02/12 09:30:21 (美东)","限价单","当日有效","","盘中","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","NVDL","2倍做多NVDA ETF-GraniteShares","57.07","20","1,141.40","全部成交","20@57.071","2025/02/12 09:20:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","18","57.07","1,027.26","2025/02/12 09:21:43 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","0.04","0.02","","","2.11"
"","","","","","","","","","","","","","","","","","","2","57.08","114.16","2025/02/12 09:20:07 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","NVDA","英伟达","130.11","5","650.55","全部成交","5@130.11","2025/02/12 09:19:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","130.11","650.55","2025/02/12 09:19:47 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","0.02","0.01","","","2.04"
"卖出","AAPL","苹果","231.45","10","2,314.50","全部成交","10@231.45","2025/02/12 09:19:31 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","231.45","2,314.50","2025/02/12 09:19:31 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","0.06","0.01","","","2.09"
"卖出","TCH250214P410000","腾讯 250214 410.00 沽","0.30","3","90.00","全部成交","3@0.30","2025/02/12 13:08:34 (香港)","限价单","当日有效","","","","","港股","HKD","","3","0.30","90.00","2025/02/12 13:08:35 (香港)","港股","HKD","","","3","15","","","","","","","","","","","9","","27"
"卖出","NVDL","2倍做多NVDA ETF-GraniteShares","59.30","25","1,482.50","全部成交","25@59.3218","2025/02/11 12:26:33 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","25","59.3218","1,483.05","2025/02/11 12:26:33 (美东)","美股","USD","","","0.99","1","0.08","","","","","","","","0.04","0.01","","","2.12"
"卖出","NVDA","英伟达","132.66","5","663.30","全部成交","5@132.66","2025/02/11 12:26:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","132.66","663.30","2025/02/11 12:26:24 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","0.02","0.01","","","2.04"
"买入","PLTR250228P100000","PLTR 250228 100.00P","1.49","3","447.00","全部成交","3@1.49","2025/02/11 12:23:19 (美东)","限价单","当日有效","","盘中","","","美股","USD","","3","1.49","447.00","2025/02/11 12:23:20 (美东)","美股","USD","","","1.99","0.9","","","","","","0.04","0.06","0.54","","","","","3.53"
"买入","TSLA","特斯拉","345.74","15","5,186.10","全部成交","15@345.73","2025/02/11 09:41:54 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","15","345.73","5,185.95","2025/02/11 09:41:54 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"买入","TSLA250417C370000","TSLA 250417 370.00C","23.60","1","2,360.00","全部成交","1@23.40","2025/02/11 09:32:36 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","23.40","2,340.00","2025/02/11 09:32:37 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TCH250214P410000","腾讯 250214 410.00 沽","0.91","3","273.00","全部成交","3@0.91","2025/02/11 15:19:35 (香港)","限价单","当日有效","","","","","港股","HKD","","3","0.91","273.00","2025/02/11 15:19:35 (香港)","港股","HKD","","","3","15","","","","","","","","","","","9","","27"
"卖出","00700","腾讯控股","427.00","13","5,551.00","全部成交","13@427.00","2025/02/11 14:58:28 (香港)","碎股单","当日有效","","","","","港股","HKD","","13","427.00","5,551.00","2025/02/11 15:09:19 (香港)","港股","HKD","4669","","3","15","2","6","0.31","0.15","0.01","","","","","","","","26.47"
"买入","ASTS","AST SpaceMobile","26.50","50","1,325.00","已撤单","0@0.00","2025/02/10 10:09:27 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","BIDU","百度","93.00","30","2,790.00","全部成交","30@93.00","2025/02/10 10:02:54 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","30","93.00","2,790.00","2025/02/10 10:19:09 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","0.08","0.01","","","2.17"
"买入","TSLA250314C380000","TSLA 250314 380.00C","12.20","1","1,220.00","全部成交","1@11.96","2025/02/10 09:43:23 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","11.96","1,196.00","2025/02/10 09:43:24 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","TSLA","特斯拉","市价","5","1,840.00","全部成交","5@368.00","2025/02/07 11:14:57 (美东)","市价单","当日有效","","盘中","","","美股","USD","","5","368.00","1,840.00","2025/02/07 11:14:58 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","0.05","0.01","","","2.07"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","56.49","15","847.35","全部成交","15@56.45","2025/02/07 10:29:01 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","15","56.45","846.75","2025/02/07 10:29:01 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"卖出","TSLA250307C395000","TSLA 250307 395.00C","市价","1","1,190.00","全部成交","1@11.90","2025/02/07 10:20:04 (美东)","市价单","当日有效","","盘中","","","美股","USD","","1","11.90","1,190.00","2025/02/07 10:20:04 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.03","0.01","","","2.54"
"卖出","NVDA","英伟达","市价","10","1,288.20","全部成交","10@128.8202","2025/02/07 10:19:48 (美东)","市价单","当日有效","","盘中","","","美股","USD","","10","128.8202","1,288.20","2025/02/07 10:19:48 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","0.04","0.01","","","2.07"
"卖出","NVDL","2倍做多NVDA ETF-GraniteShares","市价","30","1,676.21","全部成交","30@55.8735","2025/02/07 10:19:34 (美东)","市价单","当日有效","","盘中","","","美股","USD","","30","55.8735","1,676.21","2025/02/07 10:19:34 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","0.05","0.01","","","2.14"
