Side,Symbol,Name,Order Price,Order Qty,Order Amount,Status,Filled@Avg Price,Order Time,Order Type,Time-in-Force,Allow Pre-Market,Session,Trigger price,Position Opening,Markets,Currency,Order Source,Fill Qty,Fill Price,Fill Amount,Fill Time,Markets.1,Currency.1,Counterparty,Remarks,Commission,Platform Fees,Settlement Fees,Options Regulatory Fees,OCC Fees,Option Settlement Fees,SEC Fees,Trading Activity Fees,Stamp Duty,Trading Fees,SFC Levy,FRC Levy,Trading Tariff,Consolidated Audit Trail Fees,Total
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,7.67,137,1050.79,Cancelled,0@0.0,"Aug 7, 2025 12:01:09 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,8.68,148,1284.64,Filled,153@7.15,"Aug 7, 2025 11:36:03 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,140,8.22,1150.8,"Aug 7, 2025 11:36:09 ET",US,USD,,,1.0,0.91,0.47,,,,,,,,,,,0.01,2.39
Sell,OSCR,Oscar Health,14.98,40,599.2,Filled,38@15.66,"Aug 7, 2025 10:29:31 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,40,13.75,550.0,"Aug 7, 2025 10:29:34 ET",US,USD,,,0.97,0.96,0.11,,,,,0.01,,,,,,0.0,2.05
Sell,OSCR,Oscar Health,16.03,47,753.41,Cancelled,0@0.0,"Aug 7, 2025 08:38:19 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,OSCR,Oscar Health,15.08,20,301.6,Filled,19@15.71,"Aug 6, 2025 13:37:01 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,22,14.2,312.4,"Aug 6, 2025 13:37:10 ET",US,USD,,,1.03,0.98,0.06,,,,,0.01,,,,,,0.0,2.08
Sell,GOOGL,Alphabet-A,180.46,10,1804.6,Cancelled,0@0.0,"Aug 6, 2025 10:46:58 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,11.54,104,1200.16,Filled,103@11.18,"Aug 6, 2025 10:41:06 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,95,11.0,1045.0,"Aug 6, 2025 10:46:22 ET",US,USD,,,0.9,0.96,0.33,,,,,0.02,,,,,,0.0,2.21
Buy,BRKB251219C500000,BRKB 251219 500.00C,7.7,1,7.7,Filled,1@7.47,"Aug 6, 2025 09:58:39 ET",Limit,Day,,,,,US,USD,,1,7.83,7.83,"Aug 6, 2025 10:03:45 ET",US,USD,,,2.11,0.32,,0.02,0.02,0.17,,,,,,,,0.0,2.64
Sell,OSCR,Oscar Health,15.68,107,1677.76,Cancelled,0@0.0,"Aug 6, 2025 09:45:24 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,AAPL,Apple,192.28,5,961.4,Filled,5@205.05,"Aug 6, 2025 08:49:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,212.16,1060.8,"Aug 6, 2025 08:49:47 ET",US,USD,,,0.99,0.99,0.02,,,,,,,,,,,0.0,2.0
Sell,AAPL,Apple,225.19,19,4278.61,Filled,21@219.56,"Aug 6, 2025 08:47:34 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,21,203.07,4264.47,"Aug 6, 2025 08:47:34 ET",US,USD,,,1.02,0.98,0.07,,,,,0.01,,,,,,0.0,2.08
Buy,AAPL,Apple,189.23,19,3595.37,Filled,20@190.15,"Aug 6, 2025 08:47:12 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,20,196.26,3925.2,"Aug 6, 2025 08:47:12 ET",US,USD,,,0.98,1.02,0.06,,,,,,,,,,,0.0,2.06
Buy,IBIT,iShares Bitcoin Trust,60.24,1,60.24,Failed,0@0.0,"Aug 5, 2025 12:23:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,BRKB251219C500000,BRKB 251219 500.00C,8.05,1,8.05,Cancelled,0@0.0,"Aug 5, 2025 12:19:21 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,IBIT,iShares Bitcoin Trust,66.47,1,66.47,Failed,0@0.0,"Aug 5, 2025 12:18:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,IBIT,iShares Bitcoin Trust,56.92,29,1650.68,Failed,0@0.0,"Aug 5, 2025 12:17:17 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,IBIT,iShares Bitcoin Trust,55.53,28,1554.84,Failed,0@0.0,"Aug 5, 2025 12:17:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,BRK.B,Berkshire Hathaway-B,500.74,5,2503.7,Filled,5@479.56,"Aug 5, 2025 12:08:26 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,496.56,2482.8,"Aug 5, 2025 12:08:26 ET",US,USD,,,0.96,0.91,0.02,,,,,,,,,,,0.0,1.89
Buy,BRKB251219C500000,BRKB 251219 500.00C,7.69,1,7.69,Filled,1@7.9,"Aug 5, 2025 12:07:46 ET",Limit,Day,,,,,US,USD,,1,7.61,7.61,"Aug 5, 2025 12:07:46 ET",US,USD,,,1.93,0.3,,0.02,0.02,0.19,,,,,,,,0.0,2.46
Sell,FIG,FIGMA INC,91.14,10,911.4,Filled,10@91.4,"Aug 5, 2025 10:19:25 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,8,87.39,699.12,"Aug 5, 2025 10:19:25 ET",US,USD,,,1.0,0.93,0.03,,,,,0.02,,,,,,0.0,1.98
,,,,,,,,,,,,,,,,,,1,89.15,89.15,"Aug 5, 2025 10:19:25 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,FIG,FIGMA INC,92.25,10,922.5,Filled,10@83.02,"Aug 5, 2025 10:16:11 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,85.35,853.5,"Aug 5, 2025 10:16:12 ET",US,USD,,,1.08,1.07,0.03,,,,,,,,,,,0.0,2.18
Buy,FIG,FIGMA INC,87.37,1,87.37,Filled,1@97.3,"Aug 5, 2025 09:51:08 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,1,89.92,89.92,"Aug 5, 2025 09:51:08 ET",US,USD,,,0.94,0.99,0.0,,,,,,,,,,,0.0,1.93
Buy,BRK.B,Berkshire Hathaway-B,462.61,11,5088.71,Cancelled,0@0.0,"Aug 5, 2025 08:40:09 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,BRK.B,Berkshire Hathaway-B,457.07,5,2285.35,Filled,5@492.72,"Aug 5, 2025 08:40:03 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,466.38,2331.9,"Aug 5, 2025 08:40:03 ET",US,USD,,,0.89,1.04,0.02,,,,,0.01,,,,,,0.0,1.96
Buy,HIMS,Hims & Hers Health,49.02,97,4754.94,Cancelled,0@0.0,"Aug 5, 2025 04:59:59 ET",Limit,"Good Till Sep 5, 2025 ET",,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,BRK.B,Berkshire Hathaway-B,433.64,5,2168.2,Filled,5@480.0,"Aug 5, 2025 04:18:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,505.94,2529.7,"Aug 5, 2025 04:18:53 ET",US,USD,,,0.92,0.92,0.02,,,,,,,,,,,0.0,1.86
Sell,FIG,FIGMA INC,Market Price,1,,Filled,1@102.71,"Aug 4, 2025 09:35:11 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,102.64,102.64,"Aug 4, 2025 09:35:12 ET",US,USD,,,1.06,1.06,0.0,,,,,0.01,,,,,,0.0,2.13
Sell,FIG,FIGMA INC,112.35,1,112.35,Cancelled,0@0.0,"Aug 4, 2025 09:34:57 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,BRK.B,Berkshire Hathaway-B,Market Price,5,,Filled,5@483.54,"Aug 4, 2025 09:34:48 ET",Market,Day,,Regular Trading Hours,,,US,USD,,5,503.05,2515.25,"Aug 4, 2025 09:34:49 ET",US,USD,,,1.08,1.09,0.02,,,,,0.01,,,,,,0.0,2.2
Sell,BRK.B,Berkshire Hathaway-B,435.19,5,2175.95,Cancelled,0@0.0,"Aug 4, 2025 09:34:14 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,09988,BABA-W,113.78,100,11378.0,Filled,108@123.19,"Aug 4, 2025 10:11:46 HKT",Limit,Day,Allow,,,,HK,HKD,,92,119.77,11018.84,"Aug 4, 2025 10:11:47 HKT",HK,HKD,,,3.27,15.59,0.52,,,,,,12.44,0.66,0.32,0.02,,,32.82
Buy,01810,XIAOMI-W,51.72,192,9930.24,Cancelled,0@0.0,"Aug 4, 2025 02:07:08 HKT",Limit,"Good Till Aug 11, 2025 HKT",Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,INOD,Innodata,43.74,9,393.66,Filled,11@46.47,"Aug 1, 2025 14:45:38 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,11,43.51,478.61,"Aug 1, 2025 16:12:36 ET",US,USD,,,1.01,0.93,0.03,,,,,0.01,,,,,,0.0,1.98
Sell,AMZN,Amazon,207.99,33,6863.67,Filled,31@223.76,"Aug 1, 2025 11:14:32 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,28,218.8,6126.4,"Aug 1, 2025 11:14:33 ET",US,USD,,,1.02,0.98,0.09,,,,,0.01,,,,,,0.0,2.1
Sell,AAPL,Apple,Market Price,5,,Filled,5@210.05,"Aug 1, 2025 10:44:01 ET",Market,Day,,Regular Trading Hours,,,US,USD,,5,211.29,1056.45,"Aug 1, 2025 10:44:01 ET",US,USD,,,0.93,0.99,0.02,,,,,0.01,,,,,,0.0,1.95
Sell,AAPL,Apple,214.18,5,1070.9,Cancelled,0@0.0,"Aug 1, 2025 10:43:48 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.43,47,443.21,Filled,55@9.81,"Aug 1, 2025 10:13:14 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,50,10.81,540.5,"Aug 1, 2025 10:13:14 ET",US,USD,,,1.05,0.94,0.16,,,,,,,,,,,0.0,2.15
Sell,AMZN,Amazon,215.92,5,1079.6,Filled,5@212.87,"Aug 1, 2025 10:02:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,198.1,990.5,"Aug 1, 2025 10:02:49 ET",US,USD,,,0.96,1.02,0.02,,,,,0.01,,,,,,0.0,2.01
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.22,46,516.12,Filled,45@10.6,"Aug 1, 2025 09:57:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,54,10.39,561.06,"Aug 1, 2025 09:57:04 ET",US,USD,,,1.02,1.04,0.15,,,,,,,,,,,0.0,2.21
Sell,INOD,Innodata,49.03,15,735.45,Filled,15@41.83,"Aug 1, 2025 09:43:41 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,15,44.57,668.55,"Aug 1, 2025 09:43:42 ET",US,USD,,,0.99,0.94,0.05,,,,,0.01,,,,,,0.0,1.99
Buy,FIG,FIGMA INC,91.47,1,91.47,Cancelled,0@0.0,"Jul 31, 2025 14:15:34 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,FIGMA INC,98.98,1,98.98,Filled,1@97.02,"Jul 31, 2025 14:15:18 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,1,111.02,111.02,"Jul 31, 2025 14:20:45 ET",US,USD,,,1.04,0.99,0.0,,,,,,,,,,,0.0,2.03
Sell,FIG,FIGMA INC,Market Price,1,,Filled,1@115.1,"Jul 31, 2025 14:13:48 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,104.24,104.24,"Jul 31, 2025 14:13:49 ET",US,USD,,,1.07,0.95,0.0,,,,,0.01,,,,,,0.0,2.03
Buy,FIG,Figma,95.3,1,95.3,Filled,1@101.16,"Jul 31, 2025 14:00:33 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,1,103.65,103.65,"Jul 31, 2025 14:03:27 ET",US,USD,,,0.97,1.04,0.0,,,,,,,,,,,0.0,2.01
Buy,FIG,Figma,Market Price,1,,Failed,0@0.0,"Jul 31, 2025 13:59:19 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,Market Price,1,,Failed,0@0.0,"Jul 31, 2025 13:59:16 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,51.07,27,1378.89,Cancelled,0@0.0,"Jul 31, 2025 09:32:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,48.43,26,1259.18,Cancelled,0@0.0,"Jul 31, 2025 09:32:14 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,43.03,32,1376.96,Cancelled,0@0.0,"Jul 31, 2025 09:32:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,Market Price,24,,Failed,0@0.0,"Jul 31, 2025 09:31:48 ET",Market,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,FIG,Figma,34.09,20,681.8,Cancelled,0@0.0,"Jul 31, 2025 08:56:31 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,196.12,5,980.6,Filled,5@225.19,"Jul 30, 2025 10:53:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,215.15,1075.75,"Jul 30, 2025 10:53:36 ET",US,USD,,,0.95,1.08,0.02,,,,,0.01,,,,,,0.0,2.06
Sell,TSLA,Tesla,Market Price,1,,Filled,1@344.17,"Jul 25, 2025 12:07:44 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,310.62,310.62,"Jul 25, 2025 12:07:45 ET",US,USD,,,1.02,1.06,0.0,,,,,0.01,,,,,,0.0,2.09
Sell,09988,BABA-W,125.45,101,12670.45,Filled,94@108.14,"Jul 25, 2025 11:41:03 HKT",Limit,Day,Allow,,,,HK,HKD,,107,120.81,12926.67,"Jul 25, 2025 11:41:04 HKT",HK,HKD,,,3.28,15.66,0.5,,,,,,12.43,0.71,0.33,0.02,,,32.93
Sell,GOOGL,Alphabet-A,Market Price,5,,Filled,5@181.97,"Jul 24, 2025 10:13:41 ET",Market,Day,,Regular Trading Hours,,,US,USD,,5,195.83,979.15,"Jul 24, 2025 10:13:41 ET",US,USD,,,0.92,0.92,0.02,,,,,0.01,,,,,,0.0,1.87
Buy,TSLA,Tesla,319.19,1,319.19,Filled,1@322.75,"Jul 24, 2025 09:51:33 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,1,317.53,317.53,"Jul 24, 2025 09:51:33 ET",US,USD,,,1.05,0.92,0.0,,,,,,,,,,,0.0,1.97
Buy,TSLA,Tesla,312.83,3,938.49,Cancelled,0@0.0,"Jul 24, 2025 09:51:06 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLA,Tesla,335.15,3,1005.45,Cancelled,0@0.0,"Jul 24, 2025 09:50:53 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,OSCR,Oscar Health,14.43,88,1269.84,Filled,75@14.5,"Jul 22, 2025 12:17:16 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,83,14.62,1213.46,"Jul 22, 2025 13:37:01 ET",US,USD,,,0.96,0.99,0.24,,,,,0.01,,,,,,0.0,2.2
Buy,OSCR,Oscar Health,11.36,73,829.28,Filled,68@11.57,"Jul 22, 2025 07:20:16 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,67,13.0,871.0,"Jul 22, 2025 08:50:41 ET",US,USD,,,1.02,0.97,0.2,,,,,,,,,,,0.0,2.19
Buy,OSCR,Oscar Health,13.82,65,898.3,Cancelled,0@0.0,"Jul 21, 2025 09:23:53 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,OSCR,Oscar Health,12.53,77,964.81,Cancelled,0@0.0,"Jul 18, 2025 09:15:50 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,BRK.B,Berkshire Hathaway-B,487.23,5,2436.15,Filled,5@494.85,"Jul 17, 2025 09:41:14 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,503.74,2518.7,"Jul 17, 2025 09:41:20 ET",US,USD,,,1.0,1.0,0.02,,,,,,,,,,,0.0,2.02
Buy,OSCR,Oscar Health,15.5,85,1317.5,Filled,77@15.07,"Jul 11, 2025 10:07:29 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,73,14.62,1067.26,"Jul 11, 2025 15:38:43 ET",US,USD,,,1.06,0.98,0.23,,,,,,,,,,,0.0,2.27
Buy,OSCR,Oscar Health,15.96,77,1228.92,Filled,77@16.39,"Jul 8, 2025 09:38:51 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,74,18.6,1376.4,"Jul 8, 2025 09:38:51 ET",US,USD,,,0.91,1.06,0.25,,,,,,,,,,,0.0,2.22
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,8.97,131,1175.07,Filled,115@10.42,"Jul 7, 2025 09:48:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,111,10.02,1112.22,"Jul 7, 2025 09:48:37 ET",US,USD,,,0.92,1.0,0.39,,,,,0.02,,,,,,0.01,2.34
Sell,AAPL,Apple,197.29,11,2170.19,Filled,10@229.82,"Jul 3, 2025 11:42:07 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,205.95,2059.5,"Jul 3, 2025 11:42:07 ET",US,USD,,,0.94,1.09,0.03,,,,,0.01,,,,,,0.0,2.07
Sell,AAPL260116C215000,AAPL 260116 215.00C,15.31,1,15.31,Filled,1@16.5,"Jul 1, 2025 10:48:31 ET",Limit,Day,,,,,US,USD,,1,14.97,14.97,"Jul 1, 2025 10:48:31 ET",US,USD,,,1.92,0.29,,0.01,0.02,0.18,,0.01,,,,,,0.0,2.43
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.9,40,396.0,Filled,37@11.18,"Jul 1, 2025 09:44:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,42,10.53,442.26,"Jul 1, 2025 09:44:52 ET",US,USD,,,0.95,0.98,0.11,,,,,,,,,,,0.0,2.04
Buy,GOOGL,Alphabet-A,180.25,5,901.25,Filled,5@189.53,"Jun 30, 2025 12:01:19 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,184.75,923.75,"Jun 30, 2025 12:01:20 ET",US,USD,,,0.94,1.05,0.02,,,,,,,,,,,0.0,2.01
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,12.75,73,930.75,Filled,78@11.72,"Jun 27, 2025 14:08:23 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,79,11.21,885.59,"Jun 27, 2025 14:08:23 ET",US,USD,,,1.02,1.08,0.24,,,,,,,,,,,0.0,2.34
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,11.83,23,272.09,Filled,23@13.47,"Jun 26, 2025 11:48:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,23,12.07,277.61,"Jun 26, 2025 11:48:50 ET",US,USD,,,0.94,1.01,0.08,,,,,0.01,,,,,,0.0,2.04
Sell,CONL,GraniteShares 2x Long COIN Daily ETF,52.66,29,1527.14,Filled,28@48.47,"Jun 26, 2025 10:48:54 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,29,54.11,1569.19,"Jun 26, 2025 10:48:54 ET",US,USD,,,0.98,1.03,0.09,,,,,0.01,,,,,,0.0,2.11
Buy,AAPL,Apple,192.31,5,961.55,Filled,5@204.64,"Jun 24, 2025 11:44:24 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,188.75,943.75,"Jun 24, 2025 11:44:26 ET",US,USD,,,1.06,0.93,0.02,,,,,,,,,,,0.0,2.01
Sell,CONL,GraniteShares 2x Long COIN Daily ETF,42.71,20,854.2,Filled,22@42.45,"Jun 24, 2025 11:43:19 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,14,39.66,555.24,"Jun 24, 2025 11:43:50 ET",US,USD,,,0.96,1.07,0.06,,,,,0.02,,,,,,0.0,2.11
,,,,,,,,,,,,,,,,,,6,43.15,258.9,"Jun 24, 2025 11:43:33 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,INOD,Innodata,51.55,13,670.15,Filled,13@49.74,"Jun 24, 2025 11:18:02 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,13,52.18,678.34,"Jun 24, 2025 11:18:06 ET",US,USD,,,1.01,0.94,0.04,,,,,0.01,,,,,,0.0,2.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,14.62,10,146.2,Filled,11@13.64,"Jun 24, 2025 10:28:47 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,11,13.76,151.36,"Jun 24, 2025 10:28:47 ET",US,USD,,,1.08,1.04,0.03,,,,,0.01,,,,,,0.0,2.16
Buy,INOD,Innodata,42.35,19,804.65,Filled,21@43.13,"Jun 23, 2025 12:44:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,20,49.92,998.4,"Jun 23, 2025 12:44:37 ET",US,USD,,,0.97,0.98,0.06,,,,,,,,,,,0.0,2.01
Sell,INOD,Innodata,45.41,20,908.2,Failed,0@0.0,"Jun 23, 2025 12:44:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,INOD,Innodata,42.71,18,768.78,Filled,20@40.28,"Jun 23, 2025 09:33:29 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,19,47.67,905.73,"Jun 23, 2025 09:33:31 ET",US,USD,,,0.93,0.96,0.06,,,,,0.01,,,,,,0.0,1.96
Buy,CONL,GraniteShares 2x Long COIN Daily ETF,33.21,55,1826.55,Filled,48@38.8,"Jun 20, 2025 12:54:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,46,35.08,1613.68,"Jun 20, 2025 12:54:48 ET",US,USD,,,0.9,1.05,0.16,,,,,,,,,,,0.0,2.11
Buy,AAPL,Apple,209.11,5,1045.55,Filled,5@208.77,"Jun 20, 2025 11:36:20 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,211.16,1055.8,"Jun 20, 2025 11:36:22 ET",US,USD,,,1.04,0.99,0.02,,,,,,,,,,,0.0,2.05
Buy,09988,BABA-W,113.22,96,10869.12,Filled,100@116.01,"Jun 19, 2025 13:13:35 HKT",Limit,Day,Allow,,,,HK,HKD,,99,109.8,10870.2,"Jun 19, 2025 13:13:35 HKT",HK,HKD,,,3.42,15.38,2.03,,,,,,11.75,0.62,0.29,0.02,,,33.51
Buy,AAPL260116C215000,AAPL 260116 215.00C,10.81,1,10.81,Filled,1@11.61,"Jun 18, 2025 10:10:08 ET",Limit,Day,,,,,US,USD,,1,12.05,12.05,"Jun 18, 2025 10:10:09 ET",US,USD,,,2.17,0.28,,0.01,0.02,0.2,,,,,,,,0.0,2.68
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,12.43,16,198.88,Filled,15@11.64,"Jun 13, 2025 10:23:27 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,15,12.45,186.75,"Jun 13, 2025 10:23:27 ET",US,USD,,,1.03,0.93,0.05,,,,,0.01,,,,,,0.0,2.02
Sell,AAPL260116C235000,AAPL 260116 235.00C,5.86,2,11.72,Filled,2@5.66,"Jun 13, 2025 10:22:47 ET",Limit,Day,,,,,US,USD,,2,5.61,11.22,"Jun 13, 2025 10:22:48 ET",US,USD,,,1.82,0.56,,0.03,0.04,0.33,,0.01,,,,,,0.01,2.8
Buy,AAPL260116C235000,AAPL 260116 235.00C,6.31,1,6.31,Failed,0@0.0,"Jun 13, 2025 09:36:40 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,AAPL260116C235000,AAPL 260116 235.00C,5.77,2,11.54,Failed,0@0.0,"Jun 13, 2025 09:36:23 ET",Limit,Day,,,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,INOD,Innodata,39.35,20,787.0,Filled,17@40.41,"Jun 10, 2025 13:07:31 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,18,39.69,714.42,"Jun 10, 2025 13:37:10 ET",US,USD,,,0.92,1.02,0.07,,,,,,,,,,,0.0,2.01
Sell,INOD,Innodata,51.38,18,924.84,Filled,19@43.09,"Jun 10, 2025 11:14:17 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,3,52.14,156.42,"Jun 10, 2025 11:14:20 ET",US,USD,,,0.91,0.95,0.06,,,,,0.02,,,,,,0.0,1.94
,,,,,,,,,,,,,,,,,,17,44.3,753.1,"Jun 10, 2025 11:14:20 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,12.73,52,661.96,Filled,48@12.54,"Jun 10, 2025 09:30:33 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,50,12.86,643.0,"Jun 10, 2025 09:30:34 ET",US,USD,,,0.9,0.99,0.15,,,,,,,,,,,0.0,2.04
Buy,AAPL260116C235000,AAPL 260116 235.00C,7.42,1,7.42,Filled,1@7.61,"Jun 9, 2025 13:35:35 ET",Limit,Day,,,,,US,USD,,1,7.88,7.88,"Jun 9, 2025 13:39:06 ET",US,USD,,,2.14,0.32,,0.01,0.02,0.17,,,,,,,,0.0,2.66
